Año;Mes;NCM;Pdes;Pnet(kg);FOB(u$s)
2024;01;01012100;203;s;s2
2024;01;01012100;212;1470,000;545000,00
2024;01;01012100;225;s;s2
2024;01;01012100;999;1500,000;14300,00
2024;01;01012900;203;s;s3
2024;01;01012900;208;s;s2
2024;01;01012900;212;92100,000;1485400,00
2024;01;01012900;218;s;s3
2024;01;01012900;225;6000,000;71100,00
2024;01;01012900;315;s;s2
2024;01;01012900;331;s;s4
2024;01;01012900;332;s;s3
2024;01;01012900;406;s;s2
2024;01;01012900;410;s;s2
2024;01;01012900;412;s;s2
2024;01;01012900;417;s;s2
2024;01;01012900;426;9250,000;182800,00
2024;01;01012900;430;s;s2
2024;01;01012900;999;33400,000;452000,00
2024;01;01031000;221;s;s3
2024;01;01051110;225;s;s4
2024;01;01051190;221;s;s3
2024;01;01061400;410;s;s1
2024;01;01061900;203;s;s1
2024;01;01061900;205;s;s1
2024;01;01061900;209;s;s1
2024;01;01061900;212;226,000;3830,00
2024;01;01061900;218;s;s1
2024;01;01061900;222;s;s1
2024;01;01061900;223;s;s1
2024;01;01061900;312;s;s1
2024;01;01061900;335;s;s1
2024;01;01061900;409;s;s1
2024;01;01061900;410;171,000;1876,00
2024;01;01061900;417;s;s1
2024;01;01061900;425;s;s1
2024;01;01061900;426;s;s1
2024;01;01061900;430;s;s1
2024;01;01061900;438;s;s1
2024;01;01061900;999;544,000;7120,00
2024;01;01064100;417;s;s1
2024;01;01064900;225;s;s1
2024;01;02012090;333;s;s2
2024;01;02012090;337;s;s1
2024;01;02012090;341;s;s2
2024;01;02012090;423;s;s2
2024;01;02012090;430;s;s3
2024;01;02012090;999;9941,200;118816,11
2024;01;02013000;134;s;s3
2024;01;02013000;203;207097,160;2368760,83
2024;01;02013000;204;s;s2
2024;01;02013000;205;9189,870;118241,45
2024;01;02013000;208;1861776,680;12961328,88
2024;01;02013000;210;s;s3
2024;01;02013000;212;562301,250;4244158,30
2024;01;02013000;218;202829,090;1436183,93
2024;01;02013000;222;42796,440;517849,28
2024;01;02013000;244;s;s4
2024;01;02013000;310;134853,860;551554,99
2024;01;02013000;319;1596227,820;9326120,60
2024;01;02013000;322;5578,350;47301,65
2024;01;02013000;326;s;s3
2024;01;02013000;331;s;s3
2024;01;02013000;333;28431,110;295990,81
2024;01;02013000;335;s;s2
2024;01;02013000;337;s;s2
2024;01;02013000;341;16107,770;190499,72
2024;01;02013000;405;s;s2
2024;01;02013000;410;126773,200;1196418,58
2024;01;02013000;412;s;s3
2024;01;02013000;413;s;s4
2024;01;02013000;417;372416,810;3909960,98
2024;01;02013000;422;s;s4
2024;01;02013000;423;931236,050;9533343,13
2024;01;02013000;425;54307,940;430918,85
2024;01;02013000;426;44953,860;527344,29
2024;01;02013000;430;69404,700;955970,89
2024;01;02013000;438;1907232,000;18804189,67
2024;01;02013000;444;s;s2
2024;01;02013000;445;s;s2
2024;01;02013000;999;110639,880;988164,27
2024;01;02022010;310;198205,320;454225,58
2024;01;02022020;310;75774,690;154293,90
2024;01;02022090;149;s;s3
2024;01;02022090;310;11785176,210;18932670,46
2024;01;02022090;322;s;s1
2024;01;02022090;325;s;s2
2024;01;02022090;326;s;s1
2024;01;02022090;331;s;s2
2024;01;02022090;341;24614,210;46936,91
2024;01;02022090;999;46218,730;77573,78
2024;01;02023000;201;s;s1
2024;01;02023000;203;473145,770;4582019,22
2024;01;02023000;204;113330,290;440692,85
2024;01;02023000;207;s;s1
2024;01;02023000;212;827941,630;4364064,01
2024;01;02023000;218;147258,240;760678,01
2024;01;02023000;222;42755,220;140355,16
2024;01;02023000;242;s;s3
2024;01;02023000;310;36874366,030;124540517,34
2024;01;02023000;312;s;s3
2024;01;02023000;319;2211364,140;11760599,06
2024;01;02023000;320;s;s3
2024;01;02023000;322;s;s1
2024;01;02023000;325;s;s4
2024;01;02023000;326;s;s4
2024;01;02023000;331;s;s3
2024;01;02023000;335;s;s2
2024;01;02023000;337;s;s3
2024;01;02023000;341;11130,230;134694,67
2024;01;02023000;413;s;s4
2024;01;02023000;422;s;s4
2024;01;02023000;423;s;s3
2024;01;02023000;438;64534,220;359111,87
2024;01;02023000;444;427265,690;1527992,46
2024;01;02023000;999;223761,550;1270622,53
2024;01;02032900;108;s;s1
2024;01;02032900;110;71304,700;31055,57
2024;01;02032900;310;s;s3
2024;01;02032900;999;31597,160;76887,74
2024;01;02043000;123;s;s2
2024;01;02043000;412;s;s3
2024;01;02043000;423;s;s4
2024;01;02043000;999;68386,230;285378,59
2024;01;02044200;123;s;s3
2024;01;02044200;203;s;s3
2024;01;02044200;244;s;s3
2024;01;02044200;302;s;s3
2024;01;02044200;307;s;s2
2024;01;02044200;319;s;s5
2024;01;02044200;322;s;s3
2024;01;02044200;410;s;s3
2024;01;02044200;999;257412,360;1087107,37
2024;01;02044300;203;s;s1
2024;01;02044300;423;s;s3
2024;01;02045000;307;s;s2
2024;01;02050000;320;s;s4
2024;01;02050000;352;s;s4
2024;01;02050000;406;337268,050;1160958,35
2024;01;02050000;412;s;s3
2024;01;02050000;417;s;s4
2024;01;02050000;423;s;s4
2024;01;02050000;430;s;s3
2024;01;02050000;440;s;s3
2024;01;02050000;444;233343,270;331442,18
2024;01;02050000;999;528483,120;1528399,60
2024;01;02061000;205;s;s1
2024;01;02061000;208;15203,600;113230,91
2024;01;02061000;210;s;s2
2024;01;02061000;212;31672,280;159578,50
2024;01;02061000;218;s;s1
2024;01;02061000;222;2288,170;22198,78
2024;01;02061000;310;s;s1
2024;01;02061000;319;s;s1
2024;01;02061000;326;s;s1
2024;01;02061000;331;s;s1
2024;01;02061000;337;s;s1
2024;01;02061000;341;s;s2
2024;01;02061000;410;1141,240;12286,03
2024;01;02061000;412;s;s1
2024;01;02061000;417;s;s1
2024;01;02061000;423;1997,430;19945,80
2024;01;02061000;426;813,390;7208,25
2024;01;02061000;438;1228,990;5305,73
2024;01;02061000;999;4889,200;41735,07
2024;01;02062100;149;s;s1
2024;01;02062100;319;32102,880;101408,64
2024;01;02062100;320;s;s2
2024;01;02062100;335;s;s3
2024;01;02062100;341;42816,610;72605,26
2024;01;02062100;444;544308,330;1714870,43
2024;01;02062100;999;17927,220;61411,49
2024;01;02062200;108;s;s2
2024;01;02062200;109;s;s2
2024;01;02062200;110;s;s3
2024;01;02062200;115;s;s2
2024;01;02062200;118;s;s2
2024;01;02062200;122;s;s2
2024;01;02062200;149;472220,670;235567,17
2024;01;02062200;151;s;s2
2024;01;02062200;203;152206,220;105828,60
2024;01;02062200;222;s;s3
2024;01;02062200;325;s;s1
2024;01;02062200;326;s;s2
2024;01;02062200;438;s;s1
2024;01;02062200;444;2693785,370;1865333,20
2024;01;02062200;999;244337,070;127458,67
2024;01;02062910;108;221500,000;447625,00
2024;01;02062910;109;s;s3
2024;01;02062910;115;116670,000;235189,04
2024;01;02062910;149;s;s1
2024;01;02062910;159;209060,000;470306,04
2024;01;02062910;245;s;s3
2024;01;02062910;320;s;s1
2024;01;02062910;326;s;s2
2024;01;02062910;333;s;s3
2024;01;02062910;335;s;s3
2024;01;02062910;341;62514,600;155037,31
2024;01;02062910;999;126161,600;286620,92
2024;01;02062990;108;280116,000;158859,17
2024;01;02062990;109;85830,000;79287,50
2024;01;02062990;115;87420,000;35372,00
2024;01;02062990;117;40649,000;29669,00
2024;01;02062990;118;s;s2
2024;01;02062990;134;s;s1
2024;01;02062990;149;179869,110;95484,12
2024;01;02062990;205;s;s2
2024;01;02062990;212;28960,760;161221,29
2024;01;02062990;218;s;s2
2024;01;02062990;222;591811,640;577834,14
2024;01;02062990;310;152779,120;382976,53
2024;01;02062990;312;s;s1
2024;01;02062990;319;56097,660;211881,33
2024;01;02062990;320;s;s1
2024;01;02062990;322;s;s1
2024;01;02062990;326;s;s2
2024;01;02062990;335;863342,730;1206412,78
2024;01;02062990;337;172500,000;165422,00
2024;01;02062990;341;516733,040;672296,64
2024;01;02062990;406;s;s2
2024;01;02062990;413;s;s1
2024;01;02062990;438;s;s1
2024;01;02062990;444;630170,860;752955,09
2024;01;02062990;999;86572,690;80705,47
2024;01;02064900;108;s;s2
2024;01;02064900;110;307118,230;155276,11
2024;01;02064900;149;s;s2
2024;01;02064900;341;s;s2
2024;01;02064900;999;87047,000;38567,88
2024;01;02068000;406;s;s2
2024;01;02068000;412;s;s2
2024;01;02068000;417;s;s2
2024;01;02068000;999;7716,660;30034,23
2024;01;02069000;244;s;s1
2024;01;02069000;320;s;s1
2024;01;02069000;413;s;s3
2024;01;02069000;999;51662,830;113582,72
2024;01;02071200;108;s;s3
2024;01;02071200;109;357132,000;303173,40
2024;01;02071200;116;s;s3
2024;01;02071200;123;s;s4
2024;01;02071200;149;469908,000;402285,54
2024;01;02071200;158;s;s3
2024;01;02071200;159;185500,000;134060,00
2024;01;02071200;162;s;s3
2024;01;02071200;207;s;s3
2024;01;02071200;222;s;s3
2024;01;02071200;225;117120,200;171294,15
2024;01;02071200;302;s;s5
2024;01;02071200;309;s;s3
2024;01;02071200;331;s;s6
2024;01;02071200;333;s;s4
2024;01;02071200;341;s;s3
2024;01;02071200;410;s;s3
2024;01;02071200;423;s;s3
2024;01;02071200;509;s;s4
2024;01;02071200;999;4310657,600;5910889,09
2024;01;02071400;108;320250,000;228505,00
2024;01;02071400;109;s;s3
2024;01;02071400;112;399500,000;283398,60
2024;01;02071400;115;792500,000;520065,00
2024;01;02071400;116;160100,000;125300,00
2024;01;02071400;117;107450,000;65930,00
2024;01;02071400;118;s;s2
2024;01;02071400;119;238500,000;134400,00
2024;01;02071400;140;s;s2
2024;01;02071400;149;799900,000;603762,75
2024;01;02071400;151;s;s2
2024;01;02071400;155;159000,000;139400,00
2024;01;02071400;156;80000,000;64100,00
2024;01;02071400;158;263340,000;135059,00
2024;01;02071400;159;1723745,000;1047883,60
2024;01;02071400;203;264000,000;876480,00
2024;01;02071400;222;s;s3
2024;01;02071400;225;s;s3
2024;01;02071400;239;s;s3
2024;01;02071400;245;s;s3
2024;01;02071400;302;s;s5
2024;01;02071400;317;s;s3
2024;01;02071400;326;s;s3
2024;01;02071400;331;s;s3
2024;01;02071400;333;s;s3
2024;01;02071400;337;1086825,000;820767,00
2024;01;02071400;341;898390,000;659173,50
2024;01;02071400;423;s;s4
2024;01;02071400;430;s;s3
2024;01;02071400;509;s;s3
2024;01;02071400;999;1657295,000;1973726,85
2024;01;02091011;351;s;s2
2024;01;02091021;351;s;s2
2024;01;02101200;221;s;s1
2024;01;02101900;221;s;s2
2024;01;03021100;212;s;s1
2024;01;03028921;410;s;s2
2024;01;03031300;202;s;s1
2024;01;03032500;205;s;s1
2024;01;03032500;319;s;s2
2024;01;03036600;102;228731,000;416655,99
2024;01;03036600;110;196000,000;152956,00
2024;01;03036600;113;s;s2
2024;01;03036600;117;280000,000;234360,00
2024;01;03036600;131;230600,000;268340,00
2024;01;03036600;159;162012,000;204942,60
2024;01;03036600;212;s;s3
2024;01;03036600;310;105290,250;208880,47
2024;01;03036600;319;s;s3
2024;01;03036600;337;s;s4
2024;01;03036600;407;s;s3
2024;01;03036600;410;140627,000;301985,51
2024;01;03036600;413;s;s3
2024;01;03036600;425;s;s3
2024;01;03036600;426;63640,000;124152,00
2024;01;03036600;427;s;s3
2024;01;03036600;438;s;s3
2024;01;03036600;439;299737,050;483952,77
2024;01;03036600;443;s;s3
2024;01;03036600;444;1135629,000;1812356,70
2024;01;03036600;445;s;s3
2024;01;03036600;450;s;s4
2024;01;03036600;454;s;s3
2024;01;03036600;999;587882,860;1041862,59
2024;01;03036800;445;s;s3
2024;01;03036990;425;s;s4
2024;01;03036990;445;s;s3
2024;01;03038200;309;59630,000;189675,50
2024;01;03038311;212;89004,450;2244304,71
2024;01;03038311;310;s;s6
2024;01;03038311;333;s;s6
2024;01;03038311;999;175016,420;4409670,90
2024;01;03038319;320;s;s3
2024;01;03038910;110;119500,000;120390,00
2024;01;03038910;115;s;s3
2024;01;03038910;118;s;s3
2024;01;03038910;122;s;s3
2024;01;03038910;131;163900,000;218023,60
2024;01;03038910;203;s;s3
2024;01;03038910;204;s;s3
2024;01;03038910;212;s;s3
2024;01;03038910;417;s;s2
2024;01;03038910;423;s;s3
2024;01;03038910;426;s;s3
2024;01;03038910;999;316956,120;522233,21
2024;01;03038920;105;s;s4
2024;01;03038920;110;s;s3
2024;01;03038920;220;s;s3
2024;01;03038920;406;s;s2
2024;01;03038920;999;216530,000;269957,00
2024;01;03038946;445;s;s1
2024;01;03038951;202;235320,000;200736,00
2024;01;03038951;203;s;s3
2024;01;03038951;205;315540,000;260532,00
2024;01;03038951;999;72000,000;48000,00
2024;01;03038990;105;s;s2
2024;01;03038990;110;s;s2
2024;01;03038990;117;167210,000;241901,00
2024;01;03038990;134;s;s3
2024;01;03038990;203;s;s2
2024;01;03038990;209;s;s3
2024;01;03038990;225;s;s1
2024;01;03038990;310;s;s1
2024;01;03038990;406;s;s3
2024;01;03038990;410;s;s3
2024;01;03038990;412;s;s3
2024;01;03038990;413;s;s3
2024;01;03038990;423;s;s3
2024;01;03038990;425;s;s3
2024;01;03038990;444;s;s3
2024;01;03038990;445;s;s2
2024;01;03038990;447;s;s1
2024;01;03038990;999;345424,010;573069,48
2024;01;03039100;427;s;s3
2024;01;03039910;310;s;s4
2024;01;03039990;212;s;s1
2024;01;03039990;309;s;s3
2024;01;03039990;310;s;s2
2024;01;03039990;425;s;s1
2024;01;03039990;999;22030,340;133817,98
2024;01;03044200;212;s;s4
2024;01;03044400;225;s;s3
2024;01;03047400;123;s;s3
2024;01;03047400;203;2247401,300;7561659,06
2024;01;03047400;212;263995,190;909608,02
2024;01;03047400;225;s;s3
2024;01;03047400;319;s;s3
2024;01;03047400;407;s;s3
2024;01;03047400;410;736040,270;2282780,32
2024;01;03047400;413;s;s3
2024;01;03047400;417;152915,000;544756,80
2024;01;03047400;423;s;s2
2024;01;03047400;424;322825,000;1149470,85
2024;01;03047400;425;162047,000;504147,66
2024;01;03047400;439;110008,400;346808,12
2024;01;03047400;442;s;s4
2024;01;03047400;444;s;s3
2024;01;03047400;445;155906,000;508106,22
2024;01;03047400;447;187761,000;626746,05
2024;01;03047400;449;s;s4
2024;01;03047400;450;s;s3
2024;01;03047400;454;s;s2
2024;01;03047400;999;281681,000;939512,20
2024;01;03047900;424;s;s5
2024;01;03047900;448;s;s3
2024;01;03048510;212;s;s5
2024;01;03048890;203;s;s1
2024;01;03048990;202;s;s1
2024;01;03048990;203;32097,000;251995,50
2024;01;03048990;212;s;s4
2024;01;03048990;225;s;s3
2024;01;03048990;335;101971,000;273022,90
2024;01;03048990;501;72405,500;314349,28
2024;01;03048990;999;53211,890;307205,18
2024;01;03049211;309;s;s2
2024;01;03049219;320;s;s3
2024;01;03049500;438;s;s3
2024;01;03053900;203;s;s3
2024;01;03056300;127;s;s4
2024;01;03056300;212;s;s4
2024;01;03056300;222;s;s4
2024;01;03056300;410;s;s4
2024;01;03056300;412;s;s4
2024;01;03056300;999;545235,000;1136216,50
2024;01;03061400;310;185058,860;3809519,33
2024;01;03061710;102;s;s3
2024;01;03061710;123;s;s3
2024;01;03061710;159;78192,000;418839,60
2024;01;03061710;202;s;s1
2024;01;03061710;203;s;s3
2024;01;03061710;212;256512,000;1504611,00
2024;01;03061710;225;s;s2
2024;01;03061710;302;s;s3
2024;01;03061710;310;442008,000;2369009,40
2024;01;03061710;313;s;s3
2024;01;03061710;320;408720,000;2132915,40
2024;01;03061710;410;2407332,000;12128401,86
2024;01;03061710;412;s;s4
2024;01;03061710;413;84000,000;428148,00
2024;01;03061710;417;217668,000;1286676,00
2024;01;03061710;444;157992,000;732837,83
2024;01;03061710;445;52800,000;261511,20
2024;01;03061710;450;s;s3
2024;01;03061710;454;s;s3
2024;01;03061710;999;162583,000;867424,17
2024;01;03061790;127;s;s5
2024;01;03061790;141;s;s4
2024;01;03061790;159;s;s3
2024;01;03061790;202;s;s2
2024;01;03061790;203;s;s4
2024;01;03061790;204;s;s4
2024;01;03061790;212;840293,590;9226666,83
2024;01;03061790;213;s;s4
2024;01;03061790;222;1495282,000;10761248,04
2024;01;03061790;225;s;s3
2024;01;03061790;310;3096346,000;20913211,00
2024;01;03061790;315;s;s3
2024;01;03061790;316;455044,000;3200995,00
2024;01;03061790;319;s;s3
2024;01;03061790;335;626784,000;4312733,80
2024;01;03061790;337;94440,500;650980,08
2024;01;03061790;410;1621894,000;10730040,33
2024;01;03061790;417;507232,000;4002883,10
2024;01;03061790;424;s;s4
2024;01;03061790;425;s;s4
2024;01;03061790;426;s;s4
2024;01;03061790;444;221436,000;1533239,44
2024;01;03061790;445;s;s3
2024;01;03061790;454;s;s1
2024;01;03061790;999;466907,880;3545517,13
2024;01;03072200;212;s;s5
2024;01;03072200;412;s;s6
2024;01;03073200;202;s;s1
2024;01;03074310;147;s;s3
2024;01;03074310;202;s;s1
2024;01;03074310;212;s;s3
2024;01;03074310;220;s;s1
2024;01;03074310;309;s;s4
2024;01;03074310;310;836091,530;2114869,38
2024;01;03074310;320;237800,800;592325,64
2024;01;03074310;335;s;s5
2024;01;03074310;337;s;s4
2024;01;03074310;410;50654,000;151965,60
2024;01;03074310;413;s;s3
2024;01;03074310;416;s;s3
2024;01;03074310;422;s;s4
2024;01;03074310;999;1057598,620;2461275,16
2024;01;03077900;202;s;s1
2024;01;04011010;202;s;s1
2024;01;04011010;208;s;s5
2024;01;04011010;221;s;s1
2024;01;04011010;225;s;s2
2024;01;04012010;202;s;s1
2024;01;04012010;208;s;s5
2024;01;04012010;221;27744,000;17093,27
2024;01;04012010;225;s;s2
2024;01;04012010;312;s;s3
2024;01;04012010;999;1338457,200;937164,48
2024;01;04014010;225;s;s3
2024;01;04015021;202;s;s1
2024;01;04015021;225;s;s1
2024;01;04021010;203;1821414,800;5653399,50
2024;01;04021010;221;s;s1
2024;01;04021010;999;210,000;1217,02
2024;01;04021090;203;616800,000;1898330,00
2024;01;04022110;102;7072400,000;23554064,98
2024;01;04022110;105;s;s4
2024;01;04022110;119;s;s3
2024;01;04022110;149;s;s4
2024;01;04022110;203;4473720,000;14981605,00
2024;01;04022110;207;s;s3
2024;01;04022110;208;s;s4
2024;01;04022110;218;s;s3
2024;01;04022110;221;s;s2
2024;01;04022110;224;s;s4
2024;01;04022110;226;302200,000;1054862,00
2024;01;04022110;325;s;s3
2024;01;04022110;331;s;s4
2024;01;04022110;999;531672,000;1773411,08
2024;01;04022120;221;s;s2
2024;01;04022920;101;s;s4
2024;01;04022920;105;s;s5
2024;01;04022920;108;s;s3
2024;01;04022920;109;s;s5
2024;01;04022920;110;s;s4
2024;01;04022920;111;s;s4
2024;01;04022920;112;s;s3
2024;01;04022920;117;s;s3
2024;01;04022920;118;s;s4
2024;01;04022920;119;s;s3
2024;01;04022920;122;s;s4
2024;01;04022920;130;s;s4
2024;01;04022920;134;s;s4
2024;01;04022920;135;s;s4
2024;01;04022920;140;s;s3
2024;01;04022920;221;s;s2
2024;01;04032000;225;s;s2
2024;01;04039000;203;s;s3
2024;01;04039000;225;s;s3
2024;01;04041000;202;s;s3
2024;01;04041000;203;1267375,000;3651608,50
2024;01;04041000;204;s;s3
2024;01;04041000;205;325800,000;287385,00
2024;01;04041000;208;s;s5
2024;01;04041000;221;s;s1
2024;01;04041000;222;s;s2
2024;01;04041000;225;s;s3
2024;01;04041000;310;927200,000;1059742,00
2024;01;04041000;312;s;s4
2024;01;04041000;316;s;s5
2024;01;04041000;320;s;s3
2024;01;04041000;326;s;s3
2024;01;04041000;333;s;s3
2024;01;04041000;337;s;s3
2024;01;04041000;999;1551683,000;3886201,94
2024;01;04049000;202;s;s1
2024;01;04049000;203;s;s4
2024;01;04049000;208;s;s5
2024;01;04049000;225;s;s3
2024;01;04049000;310;s;s3
2024;01;04051000;113;s;s3
2024;01;04051000;127;s;s5
2024;01;04051000;141;s;s4
2024;01;04051000;149;s;s3
2024;01;04051000;202;s;s1
2024;01;04051000;203;138128,000;637491,20
2024;01;04051000;208;s;s4
2024;01;04051000;212;s;s3
2024;01;04051000;221;s;s2
2024;01;04051000;222;s;s3
2024;01;04051000;225;s;s4
2024;01;04051000;302;s;s5
2024;01;04051000;303;450000,000;2037500,00
2024;01;04051000;312;s;s3
2024;01;04051000;313;s;s4
2024;01;04051000;325;s;s3
2024;01;04051000;326;s;s4
2024;01;04051000;444;s;s4
2024;01;04051000;999;926570,000;4068410,12
2024;01;04059010;102;s;s5
2024;01;04059010;203;s;s4
2024;01;04059010;208;s;s3
2024;01;04059010;212;s;s3
2024;01;04059010;214;s;s3
2024;01;04059010;218;s;s5
2024;01;04059010;444;s;s4
2024;01;04059010;999;415680,000;2098556,00
2024;01;04061010;131;s;s3
2024;01;04061010;149;s;s3
2024;01;04061010;202;s;s4
2024;01;04061010;203;2631016,110;9898780,94
2024;01;04061010;205;s;s5
2024;01;04061010;207;s;s3
2024;01;04061010;208;574759,530;2237522,18
2024;01;04061010;221;42009,000;170215,00
2024;01;04061010;222;146014,830;595442,35
2024;01;04061010;225;s;s3
2024;01;04061010;302;s;s5
2024;01;04061010;310;s;s3
2024;01;04061010;312;s;s3
2024;01;04061010;313;s;s4
2024;01;04061010;316;s;s5
2024;01;04061010;317;s;s3
2024;01;04061010;321;s;s4
2024;01;04061010;325;s;s3
2024;01;04061010;326;s;s4
2024;01;04061010;337;s;s4
2024;01;04061010;349;s;s5
2024;01;04061010;354;s;s3
2024;01;04061010;999;1381398,460;5454952,82
2024;01;04061090;202;s;s2
2024;01;04061090;221;s;s2
2024;01;04061090;225;s;s3
2024;01;04062000;202;s;s2
2024;01;04062000;208;s;s2
2024;01;04062000;221;9782,280;96362,40
2024;01;04062000;222;s;s1
2024;01;04062000;225;s;s1
2024;01;04062000;999;2469,600;24270,24
2024;01;04063000;203;s;s1
2024;01;04063000;208;s;s1
2024;01;04063000;221;s;s1
2024;01;04063000;999;822,300;3209,84
2024;01;04064000;203;s;s3
2024;01;04064000;208;s;s4
2024;01;04064000;221;2297,990;16121,10
2024;01;04064000;222;s;s3
2024;01;04064000;225;8737,640;57260,62
2024;01;04064000;302;s;s1
2024;01;04064000;444;s;s5
2024;01;04064000;999;165050,020;1066778,47
2024;01;04069010;203;314507,520;1975719,86
2024;01;04069010;205;s;s3
2024;01;04069010;207;s;s3
2024;01;04069010;208;98998,180;656517,90
2024;01;04069010;212;s;s5
2024;01;04069010;218;s;s5
2024;01;04069010;221;8621,850;77095,23
2024;01;04069010;225;s;s2
2024;01;04069010;226;s;s2
2024;01;04069010;302;s;s1
2024;01;04069010;313;s;s4
2024;01;04069010;349;s;s6
2024;01;04069010;444;95875,400;628039,94
2024;01;04069010;999;736860,970;4376169,61
2024;01;04069020;141;s;s4
2024;01;04069020;203;528216,690;2048741,63
2024;01;04069020;205;s;s3
2024;01;04069020;207;s;s3
2024;01;04069020;208;1174941,600;4535655,40
2024;01;04069020;218;s;s3
2024;01;04069020;221;66831,460;292202,87
2024;01;04069020;222;s;s3
2024;01;04069020;225;s;s3
2024;01;04069020;226;s;s3
2024;01;04069020;302;s;s5
2024;01;04069020;313;s;s3
2024;01;04069020;326;s;s3
2024;01;04069020;349;s;s4
2024;01;04069020;999;462085,090;1848079,74
2024;01;04069030;202;s;s1
2024;01;04069030;221;s;s3
2024;01;04069030;225;s;s3
2024;01;04081100;208;s;s3
2024;01;04081100;210;s;s4
2024;01;04081100;225;s;s2
2024;01;04081100;320;s;s4
2024;01;04089100;208;s;s4
2024;01;04089100;210;s;s4
2024;01;04089100;221;s;s2
2024;01;04089100;222;s;s4
2024;01;04089100;225;s;s3
2024;01;04089100;320;s;s4
2024;01;04089100;405;s;s4
2024;01;04089100;409;s;s4
2024;01;04089100;450;s;s4
2024;01;04089100;999;188700,000;1608243,40
2024;01;04090000;127;s;s3
2024;01;04090000;202;s;s2
2024;01;04090000;212;2293869,000;5053031,23
2024;01;04090000;302;s;s4
2024;01;04090000;316;s;s3
2024;01;04090000;320;s;s3
2024;01;04090000;406;239031,500;433695,78
2024;01;04090000;410;475360,500;860577,84
2024;01;04090000;412;s;s3
2024;01;04090000;415;s;s3
2024;01;04090000;417;s;s3
2024;01;04090000;423;s;s3
2024;01;04090000;426;s;s3
2024;01;04090000;430;s;s3
2024;01;04090000;438;841245,000;1570200,78
2024;01;04090000;451;s;s3
2024;01;04090000;999;547263,000;1106535,03
2024;01;04109000;424;s;s2
2024;01;05040011;326;s;s1
2024;01;05040011;335;s;s3
2024;01;05040011;341;s;s2
2024;01;05040011;406;s;s2
2024;01;05040011;417;s;s3
2024;01;05040011;439;s;s3
2024;01;05040011;999;209874,000;223840,23
2024;01;05040013;127;s;s3
2024;01;05040013;221;s;s3
2024;01;05040019;352;s;s3
2024;01;05040019;438;s;s1
2024;01;05040019;999;47193,200;62680,56
2024;01;05040090;108;358800,000;219190,00
2024;01;05040090;109;s;s4
2024;01;05040090;110;765300,000;523143,88
2024;01;05040090;115;s;s2
2024;01;05040090;117;1213269,000;828395,84
2024;01;05040090;149;404000,040;274780,04
2024;01;05040090;159;293905,000;142164,25
2024;01;05040090;309;s;s1
2024;01;05040090;341;s;s3
2024;01;05040090;438;s;s1
2024;01;05040090;999;360048,870;273390,12
2024;01;05059000;205;s;s3
2024;01;05059000;208;s;s4
2024;01;05059000;337;1262046,500;706127,48
2024;01;05059000;413;s;s3
2024;01;05059000;999;626000,000;448314,00
2024;01;05100090;203;s;s4
2024;01;05100090;335;s;s2
2024;01;05100090;341;s;s3
2024;01;05100090;406;s;s2
2024;01;05100090;410;s;s3
2024;01;05100090;999;142813,700;488091,38
2024;01;05119910;225;s;s2
2024;01;05119991;221;s;s3
2024;01;05119999;208;s;s4
2024;01;05119999;221;s;s3
2024;01;05119999;225;s;s4
2024;01;05119999;337;s;s3
2024;01;05119999;406;s;s3
2024;01;05119999;438;178625,050;155401,46
2024;01;05119999;999;840902,160;659639,82
2024;01;06021000;341;s;s1
2024;01;06029029;302;s;s2
2024;01;06049000;320;s;s1
2024;01;07019000;203;s;s3
2024;01;07019000;221;4409700,000;662665,00
2024;01;07019000;999;108500,000;26600,00
2024;01;07020000;203;s;s3
2024;01;07020000;221;3178011,000;402119,56
2024;01;07020000;999;45900,000;41580,00
2024;01;07031019;203;4184260,000;803119,80
2024;01;07031019;208;85000,000;17020,00
2024;01;07031019;212;97940,000;19280,00
2024;01;07031019;221;4186300,000;788418,50
2024;01;07031029;225;s;s1
2024;01;07032010;225;s;s2
2024;01;07032090;159;s;s3
2024;01;07032090;203;14357280,000;14509666,18
2024;01;07032090;204;230879,040;303244,56
2024;01;07032090;208;s;s2
2024;01;07032090;212;6522655,680;7189183,24
2024;01;07032090;215;s;s2
2024;01;07032090;218;2143600,000;2173519,00
2024;01;07032090;221;71200,000;39876,00
2024;01;07032090;313;1614000,000;1189121,00
2024;01;07032090;320;s;s3
2024;01;07032090;337;s;s3
2024;01;07032090;410;3829660,000;4638716,75
2024;01;07032090;412;901290,000;1595615,00
2024;01;07032090;417;522000,000;735724,00
2024;01;07032090;423;197700,000;267660,00
2024;01;07032090;424;242000,000;273880,00
2024;01;07032090;426;s;s3
2024;01;07032090;501;306900,000;460965,00
2024;01;07032090;999;314320,000;323180,50
2024;01;07041000;208;s;s1
2024;01;07041000;221;17020,000;2074,05
2024;01;07041000;999;180,000;210,00
2024;01;07049000;208;s;s1
2024;01;07049000;221;1122737,000;71703,45
2024;01;07049000;999;3600,000;1950,00
2024;01;07051100;203;s;s2
2024;01;07051100;221;420770,000;42305,00
2024;01;07051100;999;30280,000;5060,00
2024;01;07051900;208;s;s1
2024;01;07051900;221;9600,000;835,75
2024;01;07051900;999;480,000;1080,00
2024;01;07052900;203;s;s3
2024;01;07061000;203;240160,000;53454,40
2024;01;07061000;208;s;s1
