Año;Mes;NCM;Pdes;Pnet(kg);FOB(u$s)
2024;07;48051100;208;s;s2
2024;07;48051900;208;s;s4
2024;07;48059300;159;s;s2
2024;07;48081000;202;s;s1
2024;07;48081000;208;s;s3
2024;07;48081000;221;s;s3
2024;07;48081000;225;s;s1
2024;07;48084000;225;s;s1
2024;07;48102990;202;s;s3
2024;07;48102990;225;s;s3
2024;07;48103990;225;s;s1
2024;07;48111090;208;s;s2
2024;07;48114110;203;40467,720;228413,59
2024;07;48114110;208;s;s2
2024;07;48114110;213;s;s1
2024;07;48114110;218;s;s2
2024;07;48114110;221;s;s4
2024;07;48114110;222;s;s2
2024;07;48114110;225;s;s1
2024;07;48114110;423;s;s1
2024;07;48114110;999;22042,670;198658,44
2024;07;48114190;203;76387,680;341759,56
2024;07;48114190;208;s;s5
2024;07;48114190;225;1061,900;9853,80
2024;07;48114190;999;330129,010;1525037,94
2024;07;48114910;410;s;s1
2024;07;48115923;203;s;s2
2024;07;48115923;208;s;s6
2024;07;48115923;221;s;s3
2024;07;48115923;225;s;s4
2024;07;48115929;205;s;s2
2024;07;48115929;206;s;s2
2024;07;48115929;210;s;s1
2024;07;48115929;220;s;s2
2024;07;48115929;221;s;s3
2024;07;48115929;225;s;s2
2024;07;48116010;225;s;s3
2024;07;48116090;222;s;s2
2024;07;48116090;225;s;s2
2024;07;48119010;410;s;s1
2024;07;48119090;208;13334,240;41415,00
2024;07;48119090;212;s;s1
2024;07;48119090;220;s;s1
2024;07;48119090;225;s;s2
2024;07;48119090;333;s;s1
2024;07;48119090;999;5851,080;22599,40
2024;07;48120000;208;s;s1
2024;07;48131000;203;s;s3
2024;07;48131000;212;s;s4
2024;07;48132000;209;s;s2
2024;07;48139000;208;s;s2
2024;07;48139000;209;s;s2
2024;07;48142000;159;s;s2
2024;07;48142000;225;s;s1
2024;07;48171000;208;s;s1
2024;07;48171000;212;s;s1
2024;07;48171000;222;s;s1
2024;07;48171000;225;s;s1
2024;07;48171000;999;181,120;2605,22
2024;07;48181000;221;s;s1
2024;07;48181000;225;s;s3
2024;07;48182000;225;27093,750;54915,42
2024;07;48183000;208;s;s3
2024;07;48183000;221;24909,640;37979,86
2024;07;48183000;222;s;s1
2024;07;48183000;225;6912,510;26574,21
2024;07;48183000;999;15843,610;79172,60
2024;07;48189090;208;s;s3
2024;07;48189090;221;3514,420;7433,18
2024;07;48189090;222;s;s1
2024;07;48189090;225;s;s3
2024;07;48189090;282;s;s1
2024;07;48189090;999;75964,740;185680,40
2024;07;48191000;202;s;s4
2024;07;48191000;203;1810,910;3630,66
2024;07;48191000;205;s;s1
2024;07;48191000;208;104524,090;150882,89
2024;07;48191000;212;73,420;384,04
2024;07;48191000;221;289130,970;374219,56
2024;07;48191000;222;1398,800;7783,75
2024;07;48191000;225;415825,650;530245,23
2024;07;48191000;312;s;s1
2024;07;48191000;410;s;s1
2024;07;48191000;430;s;s1
2024;07;48191000;999;112403,650;151710,01
2024;07;48192000;203;s;s1
2024;07;48192000;206;s;s1
2024;07;48192000;208;12483,920;14937,29
2024;07;48192000;209;s;s2
2024;07;48192000;210;s;s1
2024;07;48192000;212;60,600;116,89
2024;07;48192000;218;s;s1
2024;07;48192000;221;869,740;5353,56
2024;07;48192000;222;41,830;672,93
2024;07;48192000;225;10789,030;57668,97
2024;07;48192000;310;s;s1
2024;07;48192000;410;s;s2
2024;07;48192000;999;3457,870;27146,84
2024;07;48193000;202;s;s3
2024;07;48193000;208;s;s3
2024;07;48193000;212;s;s3
2024;07;48193000;218;s;s4
2024;07;48193000;225;8459,000;33426,04
2024;07;48193000;999;442748,000;582150,42
2024;07;48194000;202;s;s1
2024;07;48194000;205;s;s1
2024;07;48194000;206;s;s1
2024;07;48194000;208;49612,460;180166,73
2024;07;48194000;212;206,620;1111,34
2024;07;48194000;221;2187,960;9403,07
2024;07;48194000;222;4574,000;14901,60
2024;07;48194000;225;104212,960;339387,30
2024;07;48194000;226;s;s1
2024;07;48194000;282;s;s1
2024;07;48194000;326;s;s2
2024;07;48194000;999;2506,110;14781,95
2024;07;48195000;208;14669,300;129408,22
2024;07;48195000;221;s;s3
2024;07;48195000;222;s;s1
2024;07;48195000;225;s;s2
2024;07;48195000;999;13802,000;82660,84
2024;07;48196000;221;s;s1
2024;07;48196000;225;s;s1
2024;07;48196000;999;58,010;1074,38
2024;07;48201000;202;s;s1
2024;07;48201000;205;s;s1
2024;07;48201000;213;s;s1
2024;07;48201000;225;s;s1
2024;07;48201000;226;s;s1
2024;07;48201000;410;s;s2
2024;07;48201000;999;678,240;8768,05
2024;07;48202000;123;s;s1
2024;07;48202000;203;s;s2
2024;07;48202000;213;s;s1
2024;07;48202000;410;s;s1
2024;07;48202000;999;4177,230;17856,88
2024;07;48203000;208;s;s2
2024;07;48203000;212;s;s1
2024;07;48203000;222;s;s1
2024;07;48205000;410;s;s1
2024;07;48209000;213;s;s1
2024;07;48209000;222;s;s1
2024;07;48209000;225;s;s1
2024;07;48209000;410;s;s1
2024;07;48209000;999;4214,320;2916,27
2024;07;48211000;159;s;s1
2024;07;48211000;202;8814,010;113260,94
2024;07;48211000;203;68,060;1198,80
2024;07;48211000;205;19810,470;250418,81
2024;07;48211000;208;9335,370;168388,26
2024;07;48211000;209;s;s1
2024;07;48211000;210;s;s1
2024;07;48211000;212;s;s1
2024;07;48211000;220;s;s1
2024;07;48211000;221;116,700;2740,19
2024;07;48211000;222;s;s1
2024;07;48211000;225;8530,650;179105,61
2024;07;48211000;999;237,960;4115,95
2024;07;48219000;205;s;s1
2024;07;48219000;208;s;s1
2024;07;48219000;222;s;s1
2024;07;48219000;225;73,480;1839,89
2024;07;48219000;999;8,680;83,55
2024;07;48229000;221;s;s1
2024;07;48229000;225;s;s3
2024;07;48229000;999;23968,000;47791,79
2024;07;48232099;141;s;s1
2024;07;48232099;208;s;s3
2024;07;48234000;212;s;s1
2024;07;48236900;203;s;s3
2024;07;48236900;208;17554,000;87464,03
2024;07;48236900;218;s;s2
2024;07;48236900;221;5437,610;26678,21
2024;07;48236900;222;s;s2
2024;07;48236900;225;24376,460;168067,10
2024;07;48236900;417;s;s1
2024;07;48236900;999;13814,760;73989,30
2024;07;48237000;208;s;s4
2024;07;48237000;221;s;s2
2024;07;48237000;225;s;s2
2024;07;48237000;999;392085,790;443262,89
2024;07;48239091;203;s;s3
2024;07;48239099;203;48003,120;32110,83
2024;07;48239099;205;s;s1
2024;07;48239099;206;s;s1
2024;07;48239099;208;14702,000;53195,61
2024;07;48239099;211;s;s1
2024;07;48239099;212;783,170;1707,37
2024;07;48239099;218;s;s1
2024;07;48239099;220;s;s3
2024;07;48239099;221;s;s1
2024;07;48239099;222;s;s1
2024;07;48239099;225;36841,860;76672,96
2024;07;48239099;226;s;s1
2024;07;48239099;282;s;s2
2024;07;48239099;313;s;s1
2024;07;48239099;317;s;s1
2024;07;48239099;333;s;s1
2024;07;48239099;411;s;s1
2024;07;48239099;412;s;s1
2024;07;48239099;426;s;s1
2024;07;48239099;999;14182,540;65910,79
2024;07;49011000;209;s;s1
2024;07;49011000;222;s;s1
2024;07;49011000;225;s;s1
2024;07;49019100;208;s;s1
2024;07;49019100;212;s;s1
2024;07;49019900;202;s;s2
2024;07;49019900;203;24929,300;115364,94
2024;07;49019900;205;s;s2
2024;07;49019900;208;21570,240;247294,83
2024;07;49019900;209;s;s2
2024;07;49019900;210;2384,640;45540,74
2024;07;49019900;212;s;s2
2024;07;49019900;213;1386,980;25562,51
2024;07;49019900;218;7091,040;145229,37
2024;07;49019900;220;s;s2
2024;07;49019900;221;4133,160;59169,53
2024;07;49019900;222;6187,550;107419,60
2024;07;49019900;225;17367,330;126031,43
2024;07;49019900;410;6088,800;46136,32
2024;07;49019900;999;5733,620;76217,36
2024;07;49029000;202;s;s1
2024;07;49029000;208;9406,040;23251,50
2024;07;49029000;210;s;s1
2024;07;49029000;221;s;s2
2024;07;49029000;222;s;s2
2024;07;49029000;225;2718,690;16196,16
2024;07;49029000;999;1685,560;16917,69
2024;07;49030000;208;s;s1
2024;07;49030000;209;s;s1
2024;07;49030000;210;s;s1
2024;07;49030000;218;s;s2
2024;07;49030000;221;1192,740;13366,17
2024;07;49030000;223;s;s2
2024;07;49030000;225;955,130;8815,22
2024;07;49030000;999;2255,620;17612,52
2024;07;49070010;426;s;s1
2024;07;49081000;501;s;s1
2024;07;49089000;159;s;s1
2024;07;49089000;203;3,840;170,04
2024;07;49089000;208;s;s1
2024;07;49089000;210;s;s1
2024;07;49089000;212;s;s1
2024;07;49089000;221;s;s1
2024;07;49089000;225;s;s1
2024;07;49089000;226;s;s1
2024;07;49089000;999;331,180;7300,34
2024;07;49090000;208;s;s1
2024;07;49090000;213;s;s1
2024;07;49090000;225;s;s1
2024;07;49090000;999;238,380;3877,24
2024;07;49100000;202;s;s1
2024;07;49100000;208;s;s1
2024;07;49100000;212;s;s1
2024;07;49100000;222;s;s1
2024;07;49100000;999;426,860;5369,57
2024;07;49111010;203;s;s1
2024;07;49111010;208;s;s1
2024;07;49111010;221;s;s1
2024;07;49111010;999;38,780;2462,25
2024;07;49111090;159;s;s1
2024;07;49111090;202;s;s1
2024;07;49111090;203;125,970;8247,81
2024;07;49111090;205;s;s1
2024;07;49111090;206;9,640;407,25
2024;07;49111090;208;501,950;4355,12
2024;07;49111090;212;51,630;1038,88
2024;07;49111090;213;s;s1
2024;07;49111090;221;s;s2
2024;07;49111090;222;s;s1
2024;07;49111090;224;s;s1
2024;07;49111090;225;2042,070;23745,49
2024;07;49111090;319;s;s1
2024;07;49111090;999;607,360;8818,99
2024;07;49119100;202;s;s1
2024;07;49119100;223;s;s2
2024;07;49119100;225;s;s1
2024;07;49119100;999;2655,240;18409,80
2024;07;49119900;202;s;s1
2024;07;49119900;209;s;s1
2024;07;49119900;212;90,340;11491,00
2024;07;49119900;218;s;s1
2024;07;49119900;221;s;s1
2024;07;49119900;222;s;s1
2024;07;49119900;225;4209,570;72350,93
2024;07;49119900;410;s;s1
2024;07;49119900;999;521,040;8480,34
2024;07;51011110;310;294128,000;217459,06
2024;07;51011110;451;s;s2
2024;07;51011110;999;24995,000;17700,86
2024;07;51011190;310;390616,000;1405293,45
2024;07;51011190;407;s;s4
2024;07;51011190;417;s;s3
2024;07;51011190;999;79175,000;326759,00
2024;07;51012100;113;s;s3
2024;07;51012100;202;s;s3
2024;07;51012100;204;s;s1
2024;07;51012100;212;s;s1
2024;07;51012100;310;s;s3
2024;07;51012100;315;s;s3
2024;07;51012100;999;97004,400;321424,40
2024;07;51021900;417;s;s3
2024;07;51031000;113;s;s3
2024;07;51031000;202;s;s4
2024;07;51031000;203;s;s3
2024;07;51031000;999;72663,000;400329,78
2024;07;51052910;159;s;s4
2024;07;51052910;203;s;s3
2024;07;51052910;204;s;s1
2024;07;51052910;208;s;s4
2024;07;51052910;212;s;s1
2024;07;51052910;218;s;s5
2024;07;51052910;222;s;s5
2024;07;51052910;417;74971,200;645132,52
2024;07;51052910;424;s;s5
2024;07;51052910;426;s;s1
2024;07;51052910;436;122486,000;795916,73
2024;07;51052910;438;198182,000;1754903,08
2024;07;51052910;999;301737,900;2356430,03
2024;07;51053900;310;s;s4
2024;07;51053900;315;s;s2
2024;07;51091000;208;s;s2
2024;07;52010020;226;s;s4
2024;07;52010020;310;2724081,000;2745664,08
2024;07;52010020;316;2403629,000;2483480,16
2024;07;52010020;320;s;s3
2024;07;52010020;332;4512529,000;5266588,53
2024;07;52010020;335;407260,000;446364,47
2024;07;52010020;337;3275935,000;3306735,67
2024;07;52010020;345;497130,000;567848,42
2024;07;52010020;436;2329240,000;2676180,13
2024;07;52010020;999;307590,000;440674,84
2024;07;52021000;203;s;s1
2024;07;52029100;203;s;s2
2024;07;52029100;208;s;s1
2024;07;52029900;225;s;s3
2024;07;52029900;425;s;s3
2024;07;52030000;203;s;s1
2024;07;52030000;212;s;s1
2024;07;52051100;203;s;s2
2024;07;52051100;208;s;s2
2024;07;52051100;225;s;s3
2024;07;52051100;999;51988,620;70156,00
2024;07;52051200;203;s;s3
2024;07;52051200;225;s;s1
2024;07;52052310;203;668277,690;2253172,26
2024;07;52053200;212;s;s1
2024;07;52071000;208;s;s2
2024;07;52079000;208;s;s1
2024;07;52081200;225;s;s1
2024;07;52081300;203;s;s3
2024;07;52082200;225;s;s1
2024;07;52083300;203;s;s3
2024;07;52091200;203;s;s1
2024;07;52093200;203;s;s5
2024;07;52093900;212;s;s1
2024;07;52105990;203;s;s1
2024;07;53089000;208;s;s3
2024;07;54011090;202;s;s2
2024;07;54011090;426;s;s1
2024;07;54021910;203;s;s4
2024;07;54021910;212;s;s3
2024;07;54023310;225;s;s2
2024;07;54023390;221;s;s1
2024;07;54026900;225;s;s2
2024;07;54041990;208;s;s2
2024;07;54041990;225;s;s2
2024;07;54049000;202;s;s1
2024;07;54072000;203;s;s3
2024;07;54072000;208;s;s3
2024;07;55032090;203;s;s4
2024;07;55032090;221;s;s3
2024;07;55032090;225;s;s1
2024;07;55034000;203;s;s1
2024;07;55034000;225;s;s2
2024;07;55051000;410;s;s1
2024;07;55093200;221;s;s3
2024;07;55111000;208;s;s2
2024;07;55112000;208;s;s1
2024;07;55129910;203;s;s2
2024;07;55129910;218;s;s3
2024;07;56012110;225;s;s2
2024;07;56012190;221;s;s2
2024;07;56012190;225;s;s2
2024;07;56012190;999;3639,870;25898,81
2024;07;56012291;203;s;s4
2024;07;56021000;203;s;s2
2024;07;56022100;225;s;s1
2024;07;56031130;202;s;s3
2024;07;56031130;203;697843,830;1616972,09
2024;07;56031130;208;56871,950;178519,09
2024;07;56031130;225;52285,250;169973,98
2024;07;56031130;999;5525,000;37050,00
2024;07;56031240;203;30807,520;115902,76
2024;07;56031240;208;40991,280;131760,83
2024;07;56031240;221;s;s3
2024;07;56031240;225;s;s2
2024;07;56031240;999;20715,220;65093,64
2024;07;56031330;208;s;s2
2024;07;56031340;208;s;s3
2024;07;56031340;225;s;s2
2024;07;56031350;212;s;s2
2024;07;56031350;225;s;s2
2024;07;56031390;221;s;s1
2024;07;56031390;225;s;s1
2024;07;56031420;208;s;s4
2024;07;56031440;212;s;s2
2024;07;56039220;203;s;s2
2024;07;56050090;225;s;s1
2024;07;56074900;225;s;s1
2024;07;56075011;225;s;s1
2024;07;56075090;225;s;s1
2024;07;56081100;210;s;s1
2024;07;56081100;225;s;s2
2024;07;56090090;203;s;s2
2024;07;56090090;206;s;s1
2024;07;56090090;212;s;s1
2024;07;56090090;225;s;s1
2024;07;56090090;410;s;s3
2024;07;56090090;999;463,370;69698,71
2024;07;57029100;212;s;s2
2024;07;57029100;501;s;s1
2024;07;57029900;225;s;s1
2024;07;57031000;225;s;s1
2024;07;57033900;225;s;s1
2024;07;57049000;203;s;s1
2024;07;57050000;225;s;s2
2024;07;57050000;320;s;s1
2024;07;57050000;412;s;s1
2024;07;57050000;999;297,820;9658,64
2024;07;58021000;203;s;s3
2024;07;58030090;202;s;s3
2024;07;58030090;203;s;s2
2024;07;58030090;208;s;s3
2024;07;58063200;310;s;s2
2024;07;58110000;225;s;s1
2024;07;59021010;203;s;s4
2024;07;59031000;225;s;s2
2024;07;59039000;205;s;s2
2024;07;59039000;208;s;s2
2024;07;59039000;211;s;s1
2024;07;59039000;222;s;s1
2024;07;59039000;225;s;s1
2024;07;59039000;999;3487,850;26341,94
2024;07;59061000;225;s;s1
2024;07;59069900;208;s;s2
2024;07;59069900;222;s;s2
2024;07;59080000;202;s;s1
2024;07;59080000;208;s;s1
2024;07;59080000;221;s;s1
2024;07;59080000;222;s;s1
2024;07;59080000;282;s;s1
2024;07;59090000;225;s;s1
2024;07;59100000;202;s;s1
2024;07;59100000;218;s;s1
2024;07;59100000;219;s;s2
2024;07;59100000;221;s;s1
2024;07;59100000;999;13,080;19707,79
2024;07;59112010;202;s;s1
2024;07;59112090;221;s;s1
2024;07;59112090;225;s;s2
2024;07;59112090;999;813,200;14545,71
2024;07;59113100;203;s;s3
2024;07;59113100;205;s;s2
2024;07;59113100;222;s;s2
2024;07;59113200;205;s;s2
2024;07;59113200;222;s;s2
2024;07;59119000;205;s;s2
2024;07;59119000;208;13169,030;38674,86
2024;07;59119000;221;s;s2
2024;07;59119000;225;s;s1
2024;07;59119000;315;s;s1
2024;07;59119000;999;2240,130;21359,28
2024;07;60041032;221;s;s3
2024;07;60062100;212;s;s2
2024;07;60063220;221;s;s2
2024;07;61012000;222;s;s1
2024;07;61012000;225;s;s1
2024;07;61012000;410;s;s1
2024;07;61013000;225;s;s1
2024;07;61022000;208;s;s1
2024;07;61022000;222;s;s1
2024;07;61022000;225;s;s1
2024;07;61023000;225;s;s1
2024;07;61023000;410;s;s1
2024;07;61031090;225;s;s1
2024;07;61032200;225;s;s1
2024;07;61033100;208;s;s1
2024;07;61033200;208;s;s1
2024;07;61033900;123;s;s1
2024;07;61034200;225;349,050;5779,25
2024;07;61034200;410;s;s1
2024;07;61034200;999;0,610;17,65
2024;07;61034300;212;s;s1
2024;07;61034300;225;s;s1
2024;07;61034300;999;100,460;2691,80
2024;07;61042200;225;s;s1
2024;07;61044200;208;s;s1
2024;07;61044200;225;s;s1
2024;07;61044200;410;s;s1
2024;07;61044200;999;41,870;2798,49
2024;07;61044300;208;s;s1
2024;07;61044300;212;s;s1
2024;07;61044300;225;245,060;4668,28
2024;07;61044300;999;169,200;3035,53
2024;07;61044400;208;s;s1
2024;07;61044400;225;90,370;1591,31
2024;07;61044400;999;6,670;763,64
2024;07;61045200;225;s;s1
2024;07;61045300;225;s;s1
2024;07;61045900;225;s;s1
2024;07;61046200;208;s;s1
2024;07;61046200;225;963,720;13225,64
2024;07;61046200;410;s;s1
2024;07;61046200;999;27,860;2654,93
2024;07;61046300;208;s;s1
2024;07;61046300;212;s;s1
2024;07;61046300;225;394,770;6531,66
2024;07;61046300;410;s;s1
2024;07;61046300;999;354,860;4792,83
2024;07;61046900;208;s;s1
2024;07;61046900;225;142,500;4308,46
2024;07;61046900;410;s;s1
2024;07;61046900;999;21,610;2422,56
2024;07;61051000;206;s;s1
2024;07;61051000;225;s;s1
2024;07;61051000;226;s;s1
2024;07;61051000;423;s;s1
2024;07;61051000;999;53,680;435,78
2024;07;61052000;225;113,720;5550,54
2024;07;61052000;410;s;s1
2024;07;61052000;999;4,000;51,25
2024;07;61059000;123;s;s1
2024;07;61061000;208;s;s1
2024;07;61061000;225;151,730;4401,75
2024;07;61061000;999;25,850;2959,09
2024;07;61062000;208;s;s2
2024;07;61062000;225;327,220;12722,23
2024;07;61062000;999;56,340;5103,04
2024;07;61071100;203;s;s3
2024;07;61071100;225;7,230;115,01
2024;07;61071100;410;s;s1
2024;07;61071100;999;83,980;139049,61
2024;07;61071200;225;s;s1
2024;07;61081100;225;s;s1
2024;07;61082100;225;s;s1
2024;07;61082100;410;s;s1
2024;07;61082100;999;18,700;466,89
2024;07;61082200;225;s;s1
2024;07;61083100;225;s;s1
2024;07;61083100;410;s;s1
2024;07;61083200;225;s;s1
2024;07;61089100;225;s;s1
2024;07;61089200;225;s;s1
2024;07;61091000;206;s;s1
2024;07;61091000;208;3325,370;145353,55
2024;07;61091000;218;s;s1
2024;07;61091000;222;s;s1
2024;07;61091000;225;1248,070;30661,01
2024;07;61091000;226;s;s1
2024;07;61091000;320;s;s1
2024;07;61091000;410;s;s1
2024;07;61091000;999;561,880;8991,99
2024;07;61099000;208;s;s1
2024;07;61099000;212;s;s1
2024;07;61099000;221;s;s1
2024;07;61099000;225;264,170;8818,60
2024;07;61099000;320;s;s1
2024;07;61099000;410;s;s1
2024;07;61099000;999;168,150;4389,21
2024;07;61101100;208;s;s1
2024;07;61101100;320;s;s2
2024;07;61101100;999;119,380;6458,46
2024;07;61102000;208;s;s2
2024;07;61102000;225;3790,710;49075,99
2024;07;61102000;320;s;s1
2024;07;61102000;410;s;s1
2024;07;61102000;999;95,020;7974,11
2024;07;61103000;208;s;s1
2024;07;61103000;225;713,100;8247,92
2024;07;61103000;320;s;s1
2024;07;61103000;410;s;s1
2024;07;61103000;999;105,710;4145,66
2024;07;61112000;225;s;s3
2024;07;61112000;410;s;s1
2024;07;61112000;999;2792,730;30427,96
2024;07;61113000;410;s;s1
2024;07;61119090;410;s;s1
2024;07;61124100;225;s;s2
2024;07;61130000;220;s;s1
2024;07;61142000;225;1995,030;17920,10
2024;07;61143000;203;s;s1
2024;07;61143000;208;s;s1
2024;07;61143000;225;960,920;21506,82
2024;07;61143000;999;62,420;5409,45
2024;07;61151011;225;s;s1
2024;07;61151012;221;s;s1
2024;07;61151012;225;s;s1
2024;07;61151021;205;s;s1
2024;07;61151021;222;s;s1
2024;07;61151093;209;s;s2
2024;07;61151093;221;s;s1
2024;07;61151093;223;s;s1
2024;07;61159500;203;s;s4
2024;07;61159500;206;s;s1
2024;07;61159500;208;s;s4
2024;07;61159500;225;s;s1
2024;07;61159500;410;s;s1
2024;07;61159500;999;27835,960;701977,96
2024;07;61159600;203;s;s3
2024;07;61159600;206;s;s1
2024;07;61159600;208;s;s2
2024;07;61159600;220;s;s1
2024;07;61159600;225;s;s2
2024;07;61159600;999;2530,820;64989,52
2024;07;61161000;203;s;s2
2024;07;61161000;225;s;s2
2024;07;61169200;203;s;s2
2024;07;61169300;203;s;s3
2024;07;61169300;221;s;s2
2024;07;61169900;203;s;s2
2024;07;61171000;208;s;s1
2024;07;61171000;225;s;s1
2024;07;61171000;320;s;s1
2024;07;61171000;410;s;s1
2024;07;61171000;999;11,870;499,66
2024;07;61178090;203;s;s2
2024;07;61178090;208;s;s1
2024;07;61178090;220;s;s1
2024;07;61178090;221;s;s2
2024;07;61178090;223;s;s1
2024;07;61178090;410;s;s1
2024;07;61178090;999;1527,280;31618,78
2024;07;62013000;225;s;s1
2024;07;62013000;410;s;s1
2024;07;62013000;999;235,190;1735,62
2024;07;62014000;225;s;s1
2024;07;62014000;226;s;s1
2024;07;62014000;410;s;s1
2024;07;62014000;999;47,560;1310,88
2024;07;62022000;412;s;s1
2024;07;62023000;208;s;s1
2024;07;62023000;225;857,640;7761,24
2024;07;62023000;320;s;s1
2024;07;62023000;999;29,140;2292,95
2024;07;62024000;208;s;s1
2024;07;62024000;225;86,690;2909,59
2024;07;62024000;410;s;s1
2024;07;62024000;999;69,420;3551,66
2024;07;62029000;208;s;s1
2024;07;62029000;225;s;s1
2024;07;62032300;205;s;s2
2024;07;62033300;205;s;s1
2024;07;62034100;320;s;s1
2024;07;62034200;203;s;s3
2024;07;62034200;206;s;s1
2024;07;62034200;225;2735,180;26643,51
2024;07;62034200;410;s;s1
2024;07;62034200;999;53,460;61037,85
2024;07;62034300;203;s;s2
2024;07;62034300;205;s;s1
2024;07;62034300;206;s;s1
2024;07;62034300;208;s;s1
2024;07;62034300;225;s;s1
2024;07;62034300;999;110,590;22109,11
2024;07;62042200;225;s;s1
2024;07;62042300;225;s;s1
2024;07;62043200;208;s;s1
2024;07;62043200;225;s;s1
2024;07;62043300;208;s;s1
2024;07;62043300;225;s;s1
2024;07;62043900;208;s;s1
2024;07;62043900;225;s;s1
2024;07;62044200;208;s;s1
2024;07;62044200;225;s;s1
2024;07;62044200;320;s;s1
2024;07;62044200;410;s;s1
2024;07;62044200;999;29,620;2724,62
2024;07;62044300;206;s;s1
2024;07;62044400;206;s;s1
2024;07;62044400;208;s;s1
2024;07;62044400;225;s;s1
2024;07;62044400;320;s;s1
2024;07;62044400;999;23,450;1647,12
2024;07;62045200;208;s;s1
2024;07;62045200;225;222,380;5304,96
2024;07;62045200;410;s;s1
2024;07;62045200;999;26,330;2561,25
2024;07;62045300;208;s;s1
2024;07;62045300;225;136,010;2332,63
2024;07;62045300;999;8,760;1002,27
2024;07;62045900;208;s;s1
2024;07;62045900;225;s;s1
2024;07;62046200;206;s;s1
2024;07;62046200;208;304,390;26338,39
2024;07;62046200;218;s;s1
2024;07;62046200;222;s;s1
2024;07;62046200;225;12013,240;156815,64
2024;07;62046200;320;s;s1
2024;07;62046200;410;s;s1
2024;07;62046200;999;85,590;3298,96
2024;07;62046300;208;108,750;11811,49
2024;07;62046300;225;173,090;11109,31
2024;07;62046900;203;s;s2
2024;07;62046900;208;92,080;5317,97
2024;07;62046900;222;s;s1
2024;07;62046900;225;59,750;4809,71
2024;07;62046900;320;s;s1
2024;07;62046900;999;35,270;10463,46
2024;07;62052000;203;s;s4
2024;07;62052000;225;s;s1
2024;07;62052000;320;s;s1
2024;07;62052000;410;s;s1
2024;07;62052000;999;143,730;177305,80
2024;07;62053000;206;s;s1
2024;07;62059090;203;s;s4
2024;07;62063000;206;s;s1
2024;07;62063000;208;s;s2
2024;07;62063000;225;88,780;5467,24
2024;07;62063000;410;s;s1
2024;07;62063000;999;80,960;7919,69
2024;07;62064000;206;s;s1
2024;07;62064000;208;s;s2
2024;07;62064000;225;67,110;4303,68
2024;07;62064000;999;66,320;5893,72
2024;07;62071100;225;s;s1
2024;07;62082100;225;s;s1
2024;07;62089200;225;s;s1
2024;07;62089200;320;s;s1
2024;07;62089200;999;110,820;1012,20
2024;07;62092000;225;s;s1
2024;07;62092000;410;s;s1
2024;07;62093000;410;s;s1
2024;07;62101000;225;s;s1
2024;07;62103000;225;s;s1
2024;07;62104000;225;s;s1
2024;07;62111100;203;s;s3
2024;07;62111100;206;s;s1
2024;07;62111200;206;s;s1
2024;07;62113200;206;s;s1
2024;07;62113200;320;s;s1
2024;07;62113910;320;s;s1
2024;07;62114200;206;s;s1
2024;07;62114200;225;s;s1
2024;07;62114300;206;s;s1
2024;07;62114300;208;s;s1
2024;07;62114300;221;s;s1
2024;07;62114300;225;s;s1
2024;07;62114300;320;s;s1
2024;07;62114300;999;44,240;4521,39
2024;07;62114900;208;s;s1
2024;07;62114900;225;s;s1
2024;07;62121000;212;s;s1
2024;07;62121000;225;s;s1
2024;07;62121000;320;s;s1
2024;07;62121000;999;170,880;2589,45
2024;07;62122000;206;s;s1
2024;07;62122000;220;s;s1
2024;07;62122000;221;s;s1
2024;07;62122000;223;s;s1
2024;07;62122000;225;s;s1
2024;07;62122000;999;164,190;5656,97
2024;07;62129000;220;s;s1
2024;07;62129000;221;s;s1
2024;07;62129000;223;s;s1
2024;07;62129000;225;s;s1
2024;07;62142000;501;s;s1
2024;07;62171000;212;s;s1
2024;07;62171000;221;s;s1
2024;07;62171000;225;s;s1
2024;07;62171000;320;s;s1
2024;07;62171000;410;s;s1
2024;07;62171000;999;50,290;1328,26
2024;07;62179000;203;s;s3
2024;07;62179000;221;s;s2
2024;07;63012000;212;s;s2
2024;07;63013000;225;s;s1
2024;07;63013000;410;s;s1
2024;07;63013000;999;65,110;1152,97
2024;07;63014000;225;s;s1
2024;07;63021000;501;s;s1
2024;07;63022100;225;s;s1
2024;07;63022200;225;s;s2
2024;07;63022900;225;s;s1
2024;07;63023100;225;s;s2
2024;07;63023900;225;s;s2
2024;07;63025300;225;s;s1
2024;07;63026000;225;408,360;6178,64
2024;07;63029100;225;s;s1
2024;07;63029300;225;s;s1
2024;07;63031200;225;s;s1
2024;07;63031990;225;s;s1
2024;07;63039100;225;s;s1
2024;07;63039200;225;s;s1
2024;07;63039900;320;s;s1
2024;07;63049100;212;s;s1
2024;07;63049200;225;s;s2
2024;07;63049300;225;s;s1
2024;07;63049900;225;s;s2
2024;07;63052000;208;s;s2
2024;07;63053200;203;s;s1
2024;07;63053390;203;s;s1
2024;07;63053390;208;s;s1
2024;07;63053390;221;s;s3
2024;07;63053390;225;s;s1
2024;07;63053390;999;14234,560;47126,54
2024;07;63053900;208;s;s1
2024;07;63053900;225;s;s1
2024;07;63053900;282;s;s1
2024;07;63053900;999;58,300;1591,90
2024;07;63059000;221;s;s1
2024;07;63061200;208;s;s1
2024;07;63061200;222;s;s1
